planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
Kepler-288 b,Kepler-288,1,3,0,2014,Kepler,0,6.09747233,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 b,Kepler-288,1,3,0,2014,Kepler,0,6.09750607,1.64,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30577159,2.947,null,null,5698.0,1.04,0.84,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30577159,3.03,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30577159,3.03,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30581662,4.0,null,0.0,5661.0,1.52,1.04,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30581662,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.305772,2.85,null,null,5918.0,1.09,null,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30563,3.08,null,0.0,5661.0,1.15,1.08,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30577159,3.03,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30576136,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30572737,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,null,2.813,null,null,5698.0,1.07,null,1194.15
Kepler-288 c,Kepler-288,1,3,0,2014,Kepler,0,19.30577159,2.91,null,null,5837.0,1.02,1.03,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6388791,3.513,null,null,5698.0,1.04,0.84,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6388791,3.62,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.637918,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6388791,3.53,null,null,5837.0,1.02,1.03,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6388791,3.62,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.633742,2.67,null,null,5918.0,1.09,null,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.637918,3.68,null,0.0,5661.0,1.52,1.04,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,null,2.59,null,null,5698.0,1.07,null,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6388791,3.62,null,0.0,5918.0,1.07,0.93,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.63849917,null,null,null,5670.0,1.11,1.01,1194.15
Kepler-288 d,Kepler-288,1,3,0,2014,Kepler,0,56.6344,2.87,null,0.0,5661.0,1.15,1.08,1194.15
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5439452,2.67,null,0.0,5933.0,1.11,1.0,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5438464,2.121,null,null,5989.0,0.99,1.06,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,null,2.423,null,null,5989.0,1.01,null,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.54363,3.8,null,0.0,6260.0,1.64,1.17,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5439452,null,null,null,5968.88,1.06,1.1,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.54398442,null,null,null,5968.88,1.06,1.1,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.543901,2.43,null,null,5930.0,1.16,null,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5438464,3.41,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5438464,3.41,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5438464,3.41,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5383,2.49,3.7,null,5990.0,1.0,1.08,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.545,2.15,7.3,null,5990.0,1.0,1.08,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.54390732,null,null,null,5968.88,1.06,1.1,704.438
Kepler-289 b,Kepler-289,1,3,0,2014,Kepler,0,34.5438464,2.45,null,null,6001.0,1.13,1.08,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654339,18.17,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.865,11.545,133.4886,null,6326.0,1.46,1.35,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8652654,null,null,null,5968.88,1.06,1.1,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654339,12.77,null,null,6001.0,1.13,1.08,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.86546,18.6,null,0.0,6260.0,1.64,1.17,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654339,18.17,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,null,11.208,null,null,5989.0,1.01,null,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654339,11.307,null,null,5989.0,0.99,1.06,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8518,11.59,132.0,null,5990.0,1.0,1.08,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654019,null,null,null,5968.88,1.06,1.1,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654019,12.37,null,0.0,5933.0,1.11,1.0,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.866438,13.04,null,null,5930.0,1.16,null,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8654339,18.17,null,0.0,6279.0,1.6,1.16,704.438
Kepler-289 c,Kepler-289,1,3,0,2014,Kepler,0,125.8723,11.23,157.18,null,5990.0,1.0,1.08,704.438
Kepler-289 d,Kepler-289,1,3,0,2014,Kepler,0,66.0634,2.68,4.0,null,5990.0,1.0,1.08,704.438
Kepler-289 d,Kepler-289,1,3,0,2014,Kepler,0,66.0282,3.03,5.33,null,5990.0,1.0,1.08,704.438
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392408,null,null,null,5358.15,0.82,0.93,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392408,2.98,null,0.0,5730.0,0.87,0.97,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392924,2783.7,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,null,2.557,null,null,5378.0,0.75,null,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392924,2326.995,null,null,5378.0,0.73,0.76,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392385,null,null,null,5358.15,0.82,0.93,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392924,2783.7,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392924,null,null,null,5358.15,0.82,0.93,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.33974,2.55,5.0,0.0,5378.0,0.73,0.76,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.338082,3.8,null,0.0,5966.0,0.92,1.03,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3384,3.35,4.51,null,5701.0,0.93,0.98,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3392924,2783.7,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 b,Kepler-29,1,2,0,2011,Kepler,0,10.3376,3.6,127.1,null,5750.0,0.96,1.0,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689074,1023.268,null,null,5378.0,0.73,0.76,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.2884,3.14,4.0,null,5701.0,0.93,0.98,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28992,3.5,null,0.0,5966.0,0.92,1.03,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28613,2.34,4.5,0.0,5378.0,0.73,0.76,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689074,1226.4,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689074,null,null,null,5358.15,0.82,0.93,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28706214,null,null,null,5358.15,0.82,0.93,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689997,2.78,null,0.0,5730.0,0.87,0.97,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689074,1226.4,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.2907,2.9,95.3,null,5750.0,0.96,1.0,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,null,2.39,null,null,5378.0,0.75,null,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689074,1226.4,null,0.0,5716.0,0.87,0.97,832.532
Kepler-29 c,Kepler-29,1,2,0,2011,Kepler,0,13.28689997,null,null,null,5358.15,0.82,0.93,832.532
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58936813,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932462,2.18,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.589501,2.22,null,0.0,5115.0,0.7,0.8,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932462,2.18,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932462,2.12,null,null,4958.0,0.75,0.79,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,null,2.177,null,null,4962.0,0.71,null,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932462,1.999,null,null,4962.0,0.7,0.76,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932429,2.32,null,0.0,5142.0,0.76,0.84,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932429,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58932462,2.18,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.58917182,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 b,Kepler-290,1,3,0,2014,Kepler,0,14.589347,2.25,null,null,5147.0,0.74,null,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704731,3.146,null,null,4962.0,0.7,0.76,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704935,2.83,null,0.0,5142.0,0.76,0.84,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704731,3.44,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.77019,2.53,null,0.0,5115.0,0.7,0.8,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.77045659,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704731,3.35,null,null,4958.0,0.75,0.79,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.77042443,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704731,3.44,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.77031,2.7,null,null,5147.0,0.74,null,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,null,2.654,null,null,4962.0,0.71,null,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704935,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 c,Kepler-290,1,3,0,2014,Kepler,0,36.7704731,3.44,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76402007,0.89,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.764022,0.78,null,0.0,5115.0,0.7,0.8,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76402007,0.89,null,0.0,5153.0,0.76,0.85,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76401755,null,null,null,4881.0,0.71,0.8,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76401755,0.86,null,0.0,5142.0,0.76,0.84,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76402007,0.817,null,null,4962.0,0.7,0.76,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76400799,0.89,null,null,5142.0,0.76,0.84,694.627
Kepler-290 d,Kepler-290,1,3,0,2023,Kepler,0,0.76402007,0.89,null,0.0,5153.0,0.76,0.85,694.627
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653414,2.17,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653414,2.17,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653181,null,null,null,5482.0,1.2,0.96,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,null,2.724,null,null,5637.0,1.23,null,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54654173,null,null,null,5482.0,1.2,0.96,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.546534,2.07,null,0.0,5934.0,0.91,1.01,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653414,2.17,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.546511,2.16,null,null,6002.0,1.02,null,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653414,2.605,null,null,5637.0,1.18,1.02,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653414,1.9,null,null,5536.0,0.87,0.9,1786.48
Kepler-291 b,Kepler-291,1,2,0,2014,Kepler,0,3.54653181,2.18,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70072513,null,null,null,5482.0,1.2,0.96,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70070626,null,null,null,5482.0,1.2,0.96,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70071153,2.32,null,null,5637.0,1.18,1.02,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70071153,1.71,null,null,5536.0,0.87,0.9,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70078,1.76,null,0.0,5934.0,0.91,1.01,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70071153,1.93,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70070626,2.03,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70071153,1.93,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.70071153,1.93,null,0.0,5993.0,0.99,1.09,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,5.700786,1.88,null,null,6002.0,1.02,null,1786.48
Kepler-291 c,Kepler-291,1,2,0,2014,Kepler,0,null,2.546,null,null,5637.0,1.23,null,1786.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58082149,1.65,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58083264,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.580788,1.54,null,0.0,5447.0,0.88,0.83,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58082149,1.65,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.580827,1.32,null,null,5299.0,0.83,null,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58082149,1.461,null,null,5248.0,0.81,0.86,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,null,1.342,null,null,5248.0,0.83,null,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58082149,1.41,null,null,5282.0,0.81,0.85,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58083264,1.31,null,0.0,5296.0,0.81,0.82,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58081782,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 b,Kepler-292,1,5,0,2014,Kepler,0,2.58082149,1.65,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.715335,1.47,null,null,5299.0,0.83,null,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545391,1.79,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,null,1.502,null,null,5248.0,0.83,null,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71539942,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545391,1.59,null,null,5282.0,0.81,0.85,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545391,1.589,null,null,5248.0,0.81,0.86,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.715345,1.88,null,0.0,5447.0,0.88,0.83,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545391,1.79,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545391,1.79,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545593,1.46,null,0.0,5296.0,0.81,0.82,1056.48
Kepler-292 c,Kepler-292,1,5,0,2014,Kepler,0,3.71545593,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556671,2.3,null,null,5282.0,0.81,0.85,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.055679,2.23,null,null,5299.0,0.83,null,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556584,2.13,null,0.0,5296.0,0.81,0.82,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556671,2.57,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.05568327,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.055652,2.7,null,0.0,5447.0,0.88,0.83,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556584,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,null,2.185,null,null,5248.0,0.83,null,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556671,2.57,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556671,2.284,null,null,5248.0,0.81,0.86,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.0556671,2.57,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 d,Kepler-292,1,5,0,2014,Kepler,0,7.05564542,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.978822,2.543,null,null,5248.0,0.81,0.86,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97884409,2.11,null,0.0,5296.0,0.81,0.82,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97901,2.67,null,null,5299.0,0.83,null,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.978822,2.86,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.978822,2.86,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97877778,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.978822,2.56,null,null,5282.0,0.81,0.85,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.978822,2.86,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97884409,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97868371,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,11.97865,2.5,null,0.0,5447.0,0.88,0.83,1056.48
Kepler-292 e,Kepler-292,1,5,0,2014,Kepler,0,null,2.164,null,null,5248.0,0.83,null,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8342947,2.611,null,null,5248.0,0.81,0.86,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8342947,2.57,null,null,5282.0,0.81,0.85,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8342947,2.94,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.83433285,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8342947,2.94,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8341497,2.26,null,0.0,5296.0,0.81,0.82,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,null,2.324,null,null,5248.0,0.83,null,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8342947,2.94,null,0.0,5513.0,0.92,0.92,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.83428,3.0,null,0.0,5447.0,0.88,0.83,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.834237,2.35,null,null,5299.0,0.83,null,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.83419383,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-292 f,Kepler-292,1,5,0,2014,Kepler,0,20.8341497,null,null,null,5193.0,0.84,0.88,1056.48
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.2540693,null,null,null,5412.0,0.87,0.94,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25405306,3.0,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,null,2.75,null,null,5483.0,0.85,null,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25416,2.6,null,0.0,5714.0,0.85,0.95,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25405306,3.0,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25405306,3.0,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.254196,3.07,null,null,5804.0,0.96,null,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25404023,3.04,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25405306,2.653,null,null,5483.0,0.83,0.93,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25404023,null,null,null,5412.0,0.87,0.94,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25404056,null,null,null,5412.0,0.87,0.94,974.633
Kepler-293 b,Kepler-293,1,2,0,2014,Kepler,0,19.25405306,2.89,null,null,5547.0,0.92,0.94,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1561078,3.81,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1561078,3.81,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.15784,3.2,null,0.0,5714.0,0.85,0.95,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1558384,3.88,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1561078,3.365,null,null,5483.0,0.83,0.93,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.155743,3.83,null,null,5804.0,0.96,null,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1561078,3.81,null,0.0,5798.0,0.94,1.04,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1558384,null,null,null,5412.0,0.87,0.94,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,null,3.504,null,null,5483.0,0.85,null,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.1561078,3.69,null,null,5547.0,0.92,0.94,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.15639829,null,null,null,5412.0,0.87,0.94,974.633
Kepler-293 c,Kepler-293,1,2,0,2014,Kepler,0,54.15626716,null,null,null,5412.0,0.87,0.94,974.633
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.701311,1.74,null,0.0,5870.0,0.89,0.99,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.701212,1.77,null,null,5913.0,0.98,null,1357.01
