planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,null,1.675,null,null,5513.0,0.94,null,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70120482,1.727,null,null,5513.0,0.91,0.95,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70120482,1.73,null,null,5559.0,0.93,0.95,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70119732,null,null,null,5459.0,0.94,0.95,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70120482,1.79,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70122061,1.62,null,0.0,5616.0,0.9,1.01,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70120482,1.79,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70120482,1.79,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-294 b,Kepler-294,1,2,0,2014,Kepler,0,3.70122061,null,null,null,5459.0,0.94,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643626,2.8,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643441,2.54,null,0.0,5616.0,0.9,1.01,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643626,2.8,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.626389,2.7,null,0.0,5870.0,0.89,0.99,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62641755,null,null,null,5459.0,0.94,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.6264,2.71,null,null,5913.0,0.98,null,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643626,2.73,null,null,5559.0,0.93,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,null,2.635,null,null,5513.0,0.94,null,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643626,2.705,null,null,5513.0,0.91,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62642692,null,null,null,5459.0,0.94,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643441,null,null,null,5459.0,0.94,0.95,1357.01
Kepler-294 c,Kepler-294,1,2,0,2014,Kepler,0,6.62643626,2.8,null,0.0,5910.0,0.94,1.03,1357.01
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.64506533,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,null,4.14,null,null,5253.0,2.36,null,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.6450451,1.45,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.6450451,1.45,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.6450451,3.707,null,null,5253.0,2.27,1.13,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.6450451,1.4,null,null,5411.0,0.86,0.89,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.64481,1.53,null,0.0,5631.0,0.94,0.89,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.64504291,1.55,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.645164,1.22,null,null,5603.0,0.9,null,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.64504291,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 b,Kepler-295,1,3,0,2014,Kepler,0,12.6450451,1.45,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262569,1.2,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,null,3.616,null,null,5253.0,2.36,null,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5266551,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262569,1.2,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.526258,1.17,null,null,5603.0,0.9,null,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262569,1.12,null,null,5411.0,0.86,0.89,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262569,1.2,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262958,1.36,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.52648147,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262958,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.52651,1.42,null,0.0,5631.0,0.94,0.89,1699.19
Kepler-295 c,Kepler-295,1,3,0,2014,Kepler,0,21.5262569,3.07,null,null,5253.0,2.27,1.13,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489343,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88451892,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489343,1.4,null,null,5411.0,0.86,0.89,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489343,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88470104,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489343,null,null,null,5253.0,2.27,1.13,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.884054,1.36,null,null,5603.0,0.9,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489,1.72,null,0.0,5631.0,0.94,0.89,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.88489343,null,null,null,5327.0,2.38,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.8845825,1.74,null,0.0,5607.0,0.89,0.8,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,null,4.629,null,null,5253.0,2.36,null,1699.19
Kepler-295 d,Kepler-295,1,3,0,2014,Kepler,0,33.8845825,null,null,null,5327.0,2.38,null,1699.19
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.8644095,1.14,null,0.0,3526.0,0.38,0.39,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86443187,35.38,null,0.0,3517.0,0.37,0.38,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,3.621387,1.01,null,null,3517.0,0.37,0.38,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86443187,35.38,null,0.0,3517.0,0.37,0.38,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.8644095,null,null,null,null,null,null,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,3.621457,0.94,null,null,4249.0,0.56,null,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86443187,35.38,null,0.0,3517.0,0.37,0.38,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,null,2.15,null,null,3821.0,0.59,0.63,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,3.622,0.47,null,null,3424.0,0.22,0.21,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86431,1.53,null,0.0,3862.0,0.5,0.52,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.864384,1.61,null,0.33,3740.0,0.48,0.5,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86437311,null,null,null,null,null,null,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,null,0.987,null,null,3622.0,0.45,0.48,null
Kepler-296 b,Kepler-296,2,5,0,2014,Kepler,0,10.86443187,35.25,null,null,3558.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84164124,1.52,null,null,3558.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84163661,1.38,null,0.0,3526.0,0.38,0.39,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.841648,2.15,null,null,4249.0,0.56,null,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.8416366,2.0,null,0.33,3740.0,0.48,0.5,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84163661,null,null,null,null,null,null,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84164124,1.52,null,0.0,3517.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84163878,null,null,null,null,null,null,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84164124,1.52,null,0.0,3517.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.841641,1.89,null,0.0,3862.0,0.5,0.52,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,null,3.35,null,null,3821.0,0.59,0.63,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84161806,1.53,null,null,3517.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,null,1.726,null,null,3622.0,0.45,0.48,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.842,0.84,null,null,3424.0,0.22,0.21,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.84164124,1.52,null,0.0,3517.0,0.37,0.38,null
Kepler-296 c,Kepler-296,2,5,0,2014,Kepler,0,5.8416217,null,null,null,null,null,null,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85,0.92,null,null,3424.0,0.22,0.21,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028256,null,null,null,null,null,null,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028349,null,null,null,null,null,null,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,null,1.874,null,null,3622.0,0.45,0.48,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.850242,2.28,null,null,4249.0,0.56,null,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,null,2.69,null,null,3821.0,0.59,0.63,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028393,1.65,null,null,3558.0,0.37,0.38,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85037041,1.45,null,null,3517.0,0.37,0.38,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.850291,2.09,null,0.33,3740.0,0.48,0.5,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85029495,null,null,null,null,null,null,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028393,1.65,null,0.0,3517.0,0.37,0.38,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85029495,1.52,null,0.0,3526.0,0.38,0.39,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028393,1.65,null,0.0,3517.0,0.37,0.38,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85025,1.99,null,0.0,3862.0,0.5,0.52,null
Kepler-296 d,Kepler-296,2,5,0,2014,Kepler,0,19.85028393,1.65,null,0.0,3517.0,0.37,0.38,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,null,1.86,null,null,3821.0,0.59,0.63,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.142347,1.75,null,null,4249.0,0.56,null,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14189,1.08,null,0.0,3517.0,0.37,0.38,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14204,1.48,null,0.1,3572.0,0.43,0.45,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.1420506,null,null,null,null,null,null,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.1420506,1.06,null,0.0,3526.0,0.38,0.39,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.141975,null,null,null,null,null,null,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14189,1.08,null,0.0,3517.0,0.37,0.38,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14189,1.08,null,0.0,3517.0,0.37,0.38,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14176909,null,null,null,null,null,null,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14189,1.09,null,null,3558.0,0.37,0.38,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14211,1.53,null,0.33,3740.0,0.48,0.5,null
Kepler-296 e,Kepler-296,2,5,0,2014,Kepler,0,34.14247,1.4,null,0.0,3862.0,0.5,0.52,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3354719,null,null,null,null,null,null,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,null,2.08,null,null,3821.0,0.59,0.63,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3366606,1.23,null,0.0,3517.0,0.37,0.38,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3366606,1.21,null,null,3558.0,0.37,0.38,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.33771411,null,null,null,null,null,null,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3366606,1.23,null,0.0,3517.0,0.37,0.38,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.335879,1.79,null,null,4249.0,0.56,null,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.33627,1.8,null,0.33,3740.0,0.48,0.5,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.33828,1.61,null,0.0,3862.0,0.5,0.52,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3354719,1.18,null,0.0,3526.0,0.38,0.39,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.336,1.75,null,0.12,3572.0,0.43,0.45,null
Kepler-296 f,Kepler-296,2,5,0,2014,Kepler,0,63.3366606,1.23,null,0.0,3517.0,0.37,0.38,null
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86840425,3.01,null,null,5801.0,0.95,0.98,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.87135,3.2,null,0.0,6138.0,1.04,1.07,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,null,2.785,null,null,5693.0,0.89,null,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.871826,2.87,null,null,5619.0,0.92,null,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86848956,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86872408,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86840425,2.788,null,null,5693.0,0.88,0.93,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86848956,2.81,null,0.0,5618.0,0.9,0.85,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.868,3.24,48.5,null,null,1.04,1.04,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86840425,3.31,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86840425,3.31,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 b,Kepler-297,1,3,0,2014,Kepler,0,38.86840425,3.31,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92768653,6.39,null,0.0,5618.0,0.9,0.85,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,null,6.322,null,null,5693.0,0.89,null,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92771752,7.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.924,7.39,42.1,null,null,1.04,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92771752,6.86,null,null,5801.0,0.95,0.98,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.920119,7.7,null,0.0,6138.0,1.04,1.07,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92768653,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92771752,7.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.920137,6.54,null,null,5619.0,0.92,null,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92771752,7.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92847668,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 c,Kepler-297,1,3,0,2014,Kepler,0,74.92771752,6.353,null,null,5693.0,0.88,0.93,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0191,14.7,null,0.0,6138.0,1.04,1.07,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0190609,13.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0189511,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0190609,13.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0190609,11.792,null,null,5693.0,0.88,0.93,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0209961,7.119,null,null,5618.0,0.9,0.85,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0224072,null,null,null,5783.0,0.89,1.04,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0189511,32.6,null,0.0,5618.0,0.9,0.85,692.14
Kepler-297 d,Kepler-297,1,3,0,2023,Kepler,0,150.0190609,13.54,null,0.0,6150.0,1.04,1.04,692.14
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47546118,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.475464,1.96,null,null,4465.0,0.58,null,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548192,2.2,null,null,4612.0,0.65,0.69,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548084,2.11,null,0.0,4463.0,0.61,0.66,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.475426,2.24,null,0.0,4655.0,0.64,0.66,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548192,2.21,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548192,2.21,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548084,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,null,2.326,null,null,4465.0,0.68,null,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548192,2.21,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 b,Kepler-298,1,3,0,2014,Kepler,0,10.47548644,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92927,2.58,null,0.0,4655.0,0.64,0.66,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92886314,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92884482,2.27,null,null,4612.0,0.65,0.69,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92881,1.93,null,null,4465.0,0.58,null,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92874729,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,null,2.297,null,null,4465.0,0.68,null,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92884482,2.26,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92884482,2.26,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92886314,2.08,null,0.0,4463.0,0.61,0.66,518.204
Kepler-298 c,Kepler-298,1,3,0,2014,Kepler,0,22.92884482,2.26,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,null,2.904,null,null,4465.0,0.68,null,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4814,2.55,null,0.0,4655.0,0.64,0.66,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740724,2.91,null,null,4612.0,0.65,0.69,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.47347082,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.47394661,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740724,2.89,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740991,null,null,null,4549.0,0.69,0.72,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740724,2.89,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.473633,2.5,null,null,4465.0,0.58,null,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740724,2.89,null,0.0,4549.0,0.65,0.67,518.204
Kepler-298 d,Kepler-298,1,3,0,2014,Kepler,0,77.4740991,2.63,null,0.0,4463.0,0.61,0.66,518.204
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.927128,1.32,null,null,5617.0,1.03,null,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721559,1.293,null,null,5678.0,0.97,1.0,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.9271467,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721559,1.25,null,null,5650.0,0.96,0.95,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721559,1.22,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721559,1.22,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,null,1.288,null,null,5678.0,1.0,null,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.927162,1.19,null,0.0,5885.0,0.9,1.0,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721119,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721559,1.22,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 b,Kepler-299,1,4,0,2014,Kepler,0,2.92721119,1.29,null,0.0,5616.0,1.0,0.9,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595559,2.104,null,null,5678.0,0.97,1.0,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,null,2.685,null,null,5678.0,1.0,null,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595222,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595559,1.98,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595559,1.98,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595434,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595559,2.1,null,null,5650.0,0.96,0.95,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.885841,1.89,null,0.0,5885.0,0.9,1.0,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595222,2.68,null,0.0,5616.0,1.0,0.9,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.88595559,1.98,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 c,Kepler-299,1,4,0,2014,Kepler,0,6.885875,2.65,null,null,5617.0,1.03,null,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.05500668,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0548689,1.79,null,null,5650.0,0.96,0.95,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0549356,null,null,null,5631.0,1.0,1.0,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0548689,1.73,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.054786,1.86,null,null,5617.0,1.03,null,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0548689,1.835,null,null,5678.0,0.97,1.0,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.05482,1.57,null,0.0,5885.0,0.9,1.0,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0548689,1.73,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,null,1.598,null,null,5678.0,1.0,null,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0548689,1.73,null,0.0,5896.0,0.92,1.01,1052.24
Kepler-299 d,Kepler-299,1,4,0,2014,Kepler,0,15.0549356,1.6,null,0.0,5616.0,1.0,0.9,1052.24
Kepler-299 e,Kepler-299,1,4,0,2014,Kepler,0,38.2860832,null,null,null,5631.0,1.0,1.0,1052.24
